Year,Team,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG%,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG%,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG%
2010,Minnesota Timberwolves,0.5,1.5,33.6,0.7,1.8,38,3.7,10.9,34.1
2010,Brooklyn Nets,0.9,2.5,34.6,0.8,2.3,35.5,2.9,9.5,30.3
2010,New Orleans Pelicans,0.8,2,42.8,0.9,2.1,41.7,5.3,15.1,35.1
2010,New York Knicks,1.2,3.3,35.8,0.9,2.3,40,7,20.4,34.1
2010,Oklahoma City Thunder,0.6,1.8,31.7,0.7,1.8,36.1,3.9,11.4,34.4
2010,Orlando Magic,1.9,4.5,41,1.5,3.5,42.6,6.9,19.1,36.3
2010,Philadelphia 76ers,0.8,2.3,36.7,0.9,2.1,42.7,4,12.2,33.1
2010,Phoenix Suns,0.9,2.4,38.7,1.6,3.4,48.4,6.3,15.7,40.4
2010,Portland Trail Blazers,1.3,3.4,38.9,1,2.5,38.3,3.7,10.7,34.6
2010,Sacramento Kings,0.9,2.1,45.1,1,2.5,38.4,4,12.3,33
2010,San Antonio Spurs,1.4,3.7,37.3,1.4,3.4,39.6,4,11.7,34.6
2010,Toronto Raptors,1,2.2,45.8,0.6,1.5,42.1,4.7,12.9,36.1
2010,Utah Jazz,0.9,1.9,48.4,0.5,1.3,39.8,4,11.5,34.4
2010,Washington Wizards,0.7,2.1,35.5,0.7,1.7,41.5,3.9,11.2,34.9
2009,Atlanta Hawks,1.4,3.5,38.9,1.1,2.8,37.7,4.9,13.5,36.2
2009,Boston Celtics,1.3,3,41.9,1.1,2.2,48.6,4.2,11.3,37.6
2009,Charlotte Hornets,1.2,2.9,41.1,0.7,2.1,34.5,4.1,11.1,36.5
2009,Chicago Bulls,0.8,2.1,36.9,0.7,1.9,37.9,4.5,11.5,38.9
2009,Cleveland Cavaliers,1.7,4,42.2,1.4,3.6,39.7,4.9,12.7,38.6
2009,Dallas Mavericks,1.1,3.3,34.8,0.9,2.7,32.3,5,13.8,36
2009,Denver Nuggets,0.6,1.8,34,0.8,1.8,43.2,5.3,14.2,37.3
2009,Detroit Pistons,1.3,3.2,41.2,0.7,2,33.3,2.6,7.8,33.3
2009,Golden State Warriors,0.9,2.3,39.9,1,2,51.6,4.8,13.6,35.2
2009,Houston Rockets,0.8,2.2,35.1,1,2.3,42.4,6,15.7,37.8
2009,Indiana Pacers,0.8,2.1,35.8,0.7,1.8,37.5,6.5,17,38.3
2009,Los Angeles Clippers,0.8,2,41.6,0.7,1.7,42.6,5,14.5,34.3
2009,Los Angeles Lakers,1,2.8,36.9,1,2.6,36.4,4.7,13,36.2
2009,Memphis Grizzlies,0.7,1.9,36.1,0.8,1.7,43.5,3.5,9.8,35.4
2009,Miami Heat,1.1,3,38,1,2.8,34.3,5,13.7,36.2
2009,Milwaukee Bucks,1.1,2.8,39.9,1.1,2.6,40.8,4,11.7,34.6
2009,Minnesota Timberwolves,1.4,3.3,43,0.9,2.4,38.9,4.2,12.8,33.1
2009,Brooklyn Nets,1.6,3.7,43.3,1.5,3.1,46.7,4.9,14.2,34.4
2009,New Orleans Pelicans,1.4,3.2,43,1.2,3.2,39.3,4.2,12.2,34.3
2009,New York Knicks,1.5,4.3,35.9,1.1,2.7,41.3,7.4,20.6,35.8
2009,Oklahoma City Thunder,0.6,1.5,39.1,0.4,1.2,29.6,3.1,8.9,35.4
2009,Orlando Magic,1.7,4.4,39.5,1.5,3.8,38.9,6.7,17.8,37.8
2009,Philadelphia 76ers,0.8,2.4,32.8,0.6,1.5,38.5,2.8,9.1,31
2009,Phoenix Suns,1,2.6,37.2,1.2,2.8,41.7,4.6,12,38.5
2009,Portland Trail Blazers,1.6,3.8,41.5,1.6,4,39.4,4.1,10.8,38
2009,Sacramento Kings,1.1,2.5,45.5,1.2,3,39.9,4.8,13.7,35
2009,San Antonio Spurs,1.5,3.9,39.4,1.5,3.9,39.6,4.5,11.5,39.3
2009,Toronto Raptors,0.7,1.7,40.6,1,2.4,42.6,4.2,11.5,36.2
2009,Utah Jazz,0.6,1.3,44.2,0.6,1.7,35.5,3.6,10.6,34.1
2009,Washington Wizards,0.6,1.7,36,0.4,1.4,28.2,3.8,11.5,33.4
2008,Atlanta Hawks,0.9,2.2,40.4,0.5,1.5,37.1,3.3,9.4,34.9
2008,Boston Celtics,1.2,2.8,42.3,0.9,2.3,39.6,5.2,13.9,37.6
2008,Charlotte Hornets,1.1,3.3,32.5,1.3,3.1,43.1,4,11.1,36.4
2008,Chicago Bulls,0.9,2.2,41.8,0.6,1.6,37.5,4.3,12,35.6
2008,Cleveland Cavaliers,1.3,3.4,39.3,1.3,3.4,38.1,4.2,12,34.5
2008,Dallas Mavericks,1,2.7,36.4,0.9,2.4,36.1,4.2,11.9,35.5
2008,Denver Nuggets,1.1,2.8,39,1,2.3,42.4,4.9,14.1,34.6
2008,Detroit Pistons,0.8,2.5,32.3,0.8,2.1,40.4,4.3,11.6,37.3
2008,Golden State Warriors,1.5,3.8,38.5,1.1,2.9,38.8,6.7,19.6,34
2008,Houston Rockets,0.9,2.1,40.8,0.8,2.3,35.4,5.4,16.2,33.4
2008,Indiana Pacers,1,2.4,42,1,2.5,39.8,7.2,19.6,36.7
2008,Los Angeles Clippers,0.5,1.3,38.1,0.3,0.8,35.9,3.5,10.9,31.8
2008,Los Angeles Lakers,1.1,2.9,39.2,1.4,3.3,43.7,5.5,15,36.6
2008,Memphis Grizzlies,1,2.4,42.3,0.8,2.2,35.7,5.8,16.9,34.4
2008,Miami Heat,1,2.3,42.8,0.6,1.7,35.3,4.5,12.7,35.1
2008,Milwaukee Bucks,0.9,2.3,40.3,0.9,2.1,41.2,3.8,11.5,32.7
2008,Minnesota Timberwolves,0.6,1.7,36.8,0.5,1.4,35.4,4.3,12,35.6
2008,Brooklyn Nets,0.9,2.2,41.5,1,2.4,42.7,4.1,12.5,32.7
2008,New Orleans Pelicans,1.4,3.1,45.3,1.2,2.7,43.1,5,13.8,36.7
2008,New York Knicks,0.9,2.3,38,0.8,2.3,33.2,4.3,12.9,33.7
2008,Orlando Magic,1.8,4.5,40.1,1.8,4.3,42.3,6.1,16.3,37.8
2008,Philadelphia 76ers,0.5,1.5,32.8,0.7,1.7,43.1,2.5,8.2,30.1
2008,Phoenix Suns,1.4,3.7,38.5,1.4,3.5,41.1,5.6,14.3,39.2
2008,Portland Trail Blazers,1.4,3.4,42,1.3,3.4,38.8,3.8,10.2,37.1
2008,Sacramento Kings,0.9,2.4,38.5,0.9,2.2,39.1,4.4,12,37
2008,San Antonio Spurs,1.6,4.4,37.8,1.7,4.1,41.3,3.9,10.9,35.4
2008,Oklahoma City Thunder,0.6,1.8,35.8,0.4,1.1,41,2.8,8.5,32.3
2008,Toronto Raptors,1.1,2.8,40.3,1.2,2.8,42.8,4.6,11.9,38.7
2008,Utah Jazz,0.5,1.4,37.5,0.6,1.4,42,3.8,10.3,37.2
2008,Washington Wizards,0.5,1.6,33.3,0.9,2.2,42,5.5,15.8,35.1
2007,Atlanta Hawks,0.7,2.1,34,0.6,1.5,41.2,2.9,9.1,31.6
2007,Boston Celtics,1.1,2.4,44.9,0.8,2.1,38.2,3.9,11.1,35
2007,Charlotte Hornets,1,2.9,33,1.2,2.8,43.9,3.4,9.7,34.8
2007,Chicago Bulls,0.8,1.9,39.1,0.7,1.6,44.6,4.4,11.4,38.5
2007,Cleveland Cavaliers,1.1,3.2,35.8,1.1,3,36.8,3.8,10.9,34.7
2007,Dallas Mavericks,1.3,3.3,38.8,1,2.7,35.3,4.3,11.1,39.1
2007,Denver Nuggets,0.7,2.4,31,0.8,2.2,34.4,4.4,12.7,34.6
2007,Detroit Pistons,1,2.9,33.8,1,2.6,37.6,3.6,10.4,34.3
2007,Golden State Warriors,1.9,4.6,41,1.3,3.7,36.1,5.3,15.5,34.3
2007,Houston Rockets,1.4,3.6,38.6,1.2,2.9,40.8,6,16.5,36.5
2007,Indiana Pacers,1.1,2.9,36.4,0.8,2.1,36.1,4.1,12,34.1
2007,Los Angeles Clippers,0.4,1.1,40.5,0.5,1.2,38.9,3,8.7,34.5
2007,Los Angeles Lakers,1,2.5,39.2,1,2.5,38.9,5.5,15.9,34.5
2007,Memphis Grizzlies,0.7,1.5,44.7,0.6,1.3,43.3,4.9,13.6,35.7
2007,Miami Heat,1,2.8,35.7,1,2.5,37.6,4.5,13.4,33.8
2007,Milwaukee Bucks,0.9,2.6,34.4,1,2.4,41,4.6,13,35.1
2007,Minnesota Timberwolves,0.7,1.9,38.8,0.7,1.9,37.2,3.3,9.4,35.3
2007,Brooklyn Nets,1.1,3,38.1,1.2,2.9,40.2,5.1,14.4,35.6
2007,New Orleans Pelicans,0.8,1.9,41.4,0.6,1.8,35.7,4.2,11.7,35.9
2007,New York Knicks,0.9,2.5,35.2,0.8,2.1,37.4,4.1,12,34.4
2007,Orlando Magic,0.6,1.6,37.1,0.7,1.9,37.9,2.8,8.1,34.9
2007,Philadelphia 76ers,0.5,1.2,42.4,0.5,1.3,37.9,2.5,7.5,33.6
2007,Phoenix Suns,2,4.3,46.9,1.4,3.4,42.1,6.1,16.1,38.1
2007,Portland Trail Blazers,1.3,3.4,38.1,1,2.5,40.9,2.9,9,32.5
2007,Sacramento Kings,0.9,2.2,38.4,0.5,1.7,31.4,5.1,14.5,35.1
2007,San Antonio Spurs,1.8,4.4,40.9,1.2,3,39.2,4.2,11.4,37
2007,Oklahoma City Thunder,1,2.5,37.5,0.6,1.8,32.9,4.9,13.2,36.8
2007,Toronto Raptors,1.4,3.3,42.8,1.2,2.9,41.1,3.9,11.6,33.8
2007,Utah Jazz,0.4,1.1,31.8,0.3,1.1,25.6,3.7,10.6,34.9
2007,Washington Wizards,0.7,2,34.5,0.8,2.2,37.6,5.3,15.4,34.7
2006,Atlanta Hawks,0.9,2.3,39.8,0.7,1.9,38.4,3.6,9.8,36.3
2006,Boston Celtics,0.6,2,32.2,1.1,2.5,43.2,4,11.2,35.4
2006,Charlotte Hornets,1.1,2.6,42.6,1,2.5,39,3.2,10.1,31.1
2006,Chicago Bulls,1.1,2.9,38.5,1.1,2.6,40.9,4.7,12.5,37.5
2006,Cleveland Cavaliers,1.3,3.2,41.6,1.1,3.6,31.1,3.6,10.9,33.2
2006,Dallas Mavericks,0.7,1.8,41.1,0.7,1.6,42.4,3.7,10.1,36.8
2006,Denver Nuggets,0.5,1.8,29.3,0.9,2.5,35.2,2.9,8.7,33.1
2006,Detroit Pistons,1.2,3.2,38.7,1.1,2.5,42.3,4.6,12.1,37.6
2006,Golden State Warriors,1.3,3.3,38.8,1,3,35.2,5.3,15.9,33.3
2006,Houston Rockets,0.9,2.3,37.9,1,2.5,40.2,3.9,12.4,31.2
2006,Indiana Pacers,1,2.6,37.7,0.8,2.2,36.6,4.8,13.9,34.5
2006,Los Angeles Clippers,0.5,1.4,37.1,0.5,1.2,38.9,2.6,7.7,34.1
2006,Los Angeles Lakers,0.7,1.9,35.3,0.8,2,41.1,5.3,15.4,34.4
2006,Memphis Grizzlies,1,2.6,37.8,1.3,3.4,39.3,4.9,13.1,37.1
2006,Miami Heat,1.2,2.9,40.2,0.9,2.3,39.2,4,12.2,32.7
2006,Milwaukee Bucks,1.1,2.9,38,0.9,2.1,44.2,4.2,11.3,36.9
2006,Minnesota Timberwolves,0.6,1.4,43.8,0.4,1.1,37.9,2.8,8.9,31.6
2006,Brooklyn Nets,0.8,2.4,33.3,1.1,2.7,39.6,3.9,12.3,31.9
2006,New Orleans Pelicans,0.5,1.5,33.3,0.6,1.3,43.9,2.6,8,32.9
2006,New York Knicks,0.7,1.7,38.2,1,2.5,39.9,2.3,6.4,35.2
2006,Orlando Magic,0.4,1,43,0.5,1.1,47.6,2.7,7.6,36.2
2006,Philadelphia 76ers,0.6,1.7,38.2,0.8,2,42.3,3.1,9,35.1
2006,Phoenix Suns,1.7,4.1,41.5,1.5,3.7,40.5,7,17.7,39.7
2006,Portland Trail Blazers,0.8,2.3,36.8,0.6,1.6,35.7,3,8.7,34.8
2006,Sacramento Kings,0.8,2.3,33.3,0.8,2.2,38.5,4.5,12.7,35.1
2006,San Antonio Spurs,1.9,4.3,45.3,1.1,2.8,38.6,3.4,9.5,35.7
2006,Oklahoma City Thunder,1,2.6,40,0.8,1.9,42.9,5.6,15.3,36.6
2006,Toronto Raptors,1.4,3.6,38.9,1.3,3.5,37.8,4.7,12.5,37.4
2006,Utah Jazz,0.3,0.7,39.2,0.4,1,38.2,3.2,9.6,33.4
2006,Washington Wizards,0.4,1.5,29.9,0.7,1.8,39.3,4.9,13.7,36.2
2005,Atlanta Hawks,0.5,1.7,28.2,0.5,1.7,30.6,2.8,8.5,32.6
2005,Boston Celtics,0.8,2,39.1,1,2.8,36.8,3.6,10.5,34.2
2005,Charlotte Hornets,0.7,1.8,36.4,1,2.1,44.5,2.3,6.8,34.2
2005,Chicago Bulls,0.8,2.1,38.3,0.9,2.2,41.4,4.6,13.2,34.5
2005,Cleveland Cavaliers,0.6,1.6,36.7,0.6,1.8,35,2.5,7.7,32.3
2005,Dallas Mavericks,0.8,2,39.2,0.7,1.9,36.5,4.1,11.4,36.3
2005,Denver Nuggets,0.7,1.8,41.4,0.7,1.9,38.9,2.5,7.6,32.5
2005,Detroit Pistons,0.9,2.3,39.9,0.5,1.5,30.8,3.1,9.1,34.1
2005,Golden State Warriors,1.3,3.2,40.3,0.7,2.4,29.2,5.7,16.1,35.4
2005,Houston Rockets,1,2.8,36.9,1.1,2.7,40.9,4.6,13,35.5
2005,Indiana Pacers,1.1,2.8,37.7,1.1,2.5,43,4.5,13.7,32.5
2005,Los Angeles Clippers,0.6,1.5,38.1,0.5,1.1,44.3,1.8,5.5,32.7
2005,Los Angeles Lakers,1,3.2,32.8,1,2.6,37.4,5.8,16,36.5
2005,Memphis Grizzlies,1,2.7,38,1.2,3.2,36.4,4.3,12.2,35.6
2005,Miami Heat,0.7,1.9,36.7,0.9,2.4,39,4.3,11.2,37.9
2005,Milwaukee Bucks,0.6,1.7,34.6,0.6,1.5,40,2.8,8,34.8
2005,Minnesota Timberwolves,0.7,1.9,36,0.6,1.3,44.2,3.6,10.7,33.7
2005,Brooklyn Nets,0.8,2.1,37,0.9,2.3,40.3,3.7,10.3,35.7
2005,New Orleans Pelicans,0.6,1.9,32.5,0.6,1.9,32.9,3.8,12.2,31.4
2005,New York Knicks,0.7,1.8,36.1,1,2.3,42.4,3.8,10.8,34.8
2005,Orlando Magic,0.4,1.2,36.6,0.5,1.3,38.6,3,8.7,34.6
2005,Philadelphia 76ers,1.2,2.8,42.1,0.8,2,39.9,4.3,13,32.7
2005,Phoenix Suns,1.6,4,39.7,1.6,3.8,42.9,6.5,16.5,39
2005,Portland Trail Blazers,0.5,1.3,37,0.8,1.9,40.3,3.9,10.9,35.5
2005,Sacramento Kings,1,2.5,40.2,0.9,2.1,43.4,4.5,12.4,36.3
2005,San Antonio Spurs,1.6,4.1,38.6,1.4,3.5,38.3,3.2,9.3,34.9
2005,Oklahoma City Thunder,1.3,3,42.8,0.9,2.5,37.6,5.9,16.5,35.7
2005,Toronto Raptors,1.9,4.6,40.7,1.5,3.6,42.4,4.5,12.2,37
2005,Utah Jazz,0.4,1.2,36.7,0.5,1.4,38.9,2,6.5,31.5
2005,Washington Wizards,0.6,2.3,28.3,0.7,1.8,37.1,5,14.2,35
2004,Atlanta Hawks,1,2.6,38.6,0.7,2.1,33.9,3.4,10.6,32.3
2004,Boston Celtics,1.1,2.6,41.6,1,2.8,37.2,4.7,14.1,33.1
2004,Chicago Bulls,0.7,2.2,31.5,0.5,1.3,40.4,4,11.8,34.3
2004,Cleveland Cavaliers,0.5,1.4,32.7,0.5,1.6,34.6,2,6.6,31.1
2004,Dallas Mavericks,0.6,1.7,34.1,0.6,1.6,39,5,14.4,35
2004,Denver Nuggets,0.3,1.3,27.1,0.6,1.4,46.2,3.1,9.5,33.1
2004,Detroit Pistons,0.8,1.9,41.9,0.5,1.5,35.6,2.8,8.5,32.9
2004,Golden State Warriors,0.7,1.8,36.6,0.8,2.3,35.5,3.8,11.4,33
2004,Houston Rockets,1.1,3,37.2,1.1,2.7,39,4.1,11.3,36.6
2004,Indiana Pacers,1.2,3,38.8,0.9,2.4,35.8,3.5,10.3,34.1
2004,Los Angeles Clippers,0.3,0.9,30.6,0.3,1,29.7,3.5,10.6,32.9
2004,Los Angeles Lakers,0.7,2.3,31.7,0.5,1.5,32.1,3.4,10,33.5
2004,Memphis Grizzlies,0.9,2.7,34.4,0.7,2,33.3,3.9,11.2,34.5
2004,Miami Heat,1,2.3,43.6,0.8,1.9,40.3,4.2,12.3,34.4
2004,Milwaukee Bucks,0.7,2,35,0.6,1.9,30.7,3.6,10,36.3
2004,Minnesota Timberwolves,0.7,1.9,36.4,0.6,1.2,46.5,2.8,7.9,35.5
2004,Brooklyn Nets,0.5,1,45,0.7,1.8,39.7,3.5,10.8,32.1
2004,New Orleans Pelicans,0.8,2.5,33.2,0.8,2.5,33.2,4.8,15.3,31.7
2004,New York Knicks,0.7,1.9,39.5,0.8,2,37.9,3.5,9.7,36.1
2004,Orlando Magic,0.7,1.7,42.7,0.5,1.4,31.9,4.1,12.2,33.6
2004,Philadelphia 76ers,0.9,2.4,37.2,0.7,1.8,37.4,2.6,8,33
2004,Phoenix Suns,0.9,2.4,39.1,1.2,2.7,44,3,9.4,31.4
2004,Portland Trail Blazers,0.4,1.2,34,0.6,1.5,38.1,3.7,10.7,34.6
2004,Sacramento Kings,1.3,3.2,41,1.1,2.6,43.5,4.9,12.3,39.8
2004,San Antonio Spurs,1.3,3.2,39.9,0.8,2.1,37.9,2.9,8.5,34.5
2004,Oklahoma City Thunder,1.3,3.4,39.1,1.4,3.3,41.3,6.2,16.8,36.8
2004,Toronto Raptors,1.6,3.6,45.2,1.4,3.8,36.6,2.7,8.5,31.7
2004,Utah Jazz,0.4,1.3,34,0.5,1.2,39.1,2.2,7.1,31.5
2004,Washington Wizards,0.8,2.2,38.6,0.5,1.4,35.2,4,12,33.4
2003,Atlanta Hawks,0.8,2,40.5,0.8,2.1,39,3.3,9.9,33.8
2003,Boston Celtics,1.1,2.9,37.2,1.1,3.5,32.2,6.6,19.8,33.3
2003,Chicago Bulls,0.5,1.6,33.3,0.7,1.8,39,3.1,8.8,34.7
2003,Cleveland Cavaliers,0.5,1.6,33.3,0.9,2.3,39.5,2.2,6.9,31.5
2003,Dallas Mavericks,0.9,2.4,35.8,1.1,2.8,39.5,5.8,15.1,38.5
2003,Denver Nuggets,0.5,1.7,26.9,0.2,1,25,2.1,7.4,28.8
2003,Detroit Pistons,0.7,2.1,31.7,1.1,2.8,39.5,4.8,13.3,35.9
2003,Golden State Warriors,0.5,1.4,37,0.7,2,31.9,4.1,11.6,35
2003,Houston Rockets,0.8,2.2,37.6,0.5,1.7,30.4,4,11.4,35.3
2003,Indiana Pacers,0.6,1.8,33.3,0.4,1.4,27.2,3.6,10.4,35.1
2003,Los Angeles Clippers,0.5,1.4,35.3,0.4,1.2,34.1,4,11.8,33.5
2003,Los Angeles Lakers,0.8,2.2,36.9,0.7,2.1,32.1,4.5,12.3,36.1
2003,Memphis Grizzlies,1.2,3,41.1,0.6,1.3,42.9,4,11.3,35.2
2003,Miami Heat,0.7,2.1,35.6,0.7,1.9,36.1,2.9,9.4,30.8
2003,Milwaukee Bucks,1.2,3,38.2,0.8,2.3,33.9,5.3,13.3,39.6
2003,Minnesota Timberwolves,0.6,1.5,37.9,0.3,1,34.2,2.7,7.3,37.1
2003,Brooklyn Nets,0.4,1.2,38.5,0.6,1.5,37.7,3.3,10,32.6
2003,New Orleans Pelicans,0.8,1.8,44.8,0.7,1.7,39.6,3.5,9.6,36.2
2003,New York Knicks,1,2.4,41.1,1.2,3,41.6,5.2,13.8,37.5
2003,Orlando Magic,0.8,2.4,31.8,0.6,1.5,37.3,5.6,15.4,36.4
2003,Philadelphia 76ers,0.6,1.8,34.1,0.4,1.2,34.1,2,6.8,30.1
2003,Phoenix Suns,0.7,1.9,34.8,1.4,3.2,42.8,2.7,8.7,31.6
2003,Portland Trail Blazers,0.6,1.5,36.1,0.7,2.1,34.8,3.4,10.2,33
2003,Sacramento Kings,1.3,3,42.2,1.3,3.1,43.9,3.4,9.5,36.1
2003,San Antonio Spurs,1.2,3.4,34.3,1.3,3,41.2,3,9,34
2003,Oklahoma City Thunder,0.8,2.4,34.2,0.7,2,34.4,4.1,11.3,36
2003,Toronto Raptors,0.9,2.2,38.3,0.7,1.9,39.1,3.4,10.4,33
2003,Utah Jazz,0.4,0.9,40.9,0.3,0.9,36.9,2.1,6,34.7
2003,Washington Wizards,0.6,1.7,34.1,0.4,1.3,30.4,2.2,7,30.8
2002,Atlanta Hawks,0.6,1.9,31.5,0.8,2.3,36.5,3.8,10.6,36.1
2002,Boston Celtics,0.7,2.3,31.1,1.1,3,34.6,6.8,18.3,36.8
2002,Charlotte Hornets,0.3,1.1,32.1,0.6,1.2,47.1,3.4,10,33.9
2002,Chicago Bulls,0.4,1.2,33.3,0.3,1,26.3,3,8.4,35.9
2002,Cleveland Cavaliers,0.8,1.8,42.6,0.6,1.4,42.1,3.4,9.2,36.7
2002,Dallas Mavericks,0.7,1.6,45.9,0.8,2,39.9,6.1,16.5,37
2002,Denver Nuggets,0.8,2.7,31.1,0.9,2.3,37.6,3.5,10.5,32.9
2002,Detroit Pistons,1.4,3.4,41,1.1,2.9,39.2,4.4,12.2,36.3
2002,Golden State Warriors,0.4,1.2,36,0.5,1.4,34.2,3,9.5,31.9
2002,Houston Rockets,1,2.8,34.4,0.7,1.9,35.4,4.5,13.3,33.4
2002,Indiana Pacers,1.1,2.6,41,0.6,2,32.9,3.3,10,32.8
2002,Los Angeles Clippers,0.4,0.9,43.8,0.4,1,39.4,4.3,12.2,35
2002,Los Angeles Lakers,0.9,2.1,41.9,1.1,2.6,41.5,4.3,12.7,33.6
2002,Memphis Grizzlies,0.6,1.7,36.6,0.4,1.4,29.5,3.1,10.2,30.1
2002,Miami Heat,0.8,1.9,43.6,0.8,1.9,40.3,2.3,7.2,32.2
2002,Milwaukee Bucks,1.3,3,41.4,0.9,2.4,37.7,5.1,13.7,37.2
2002,Minnesota Timberwolves,0.6,1.5,38.3,0.6,1.4,42.1,3.7,9.8,37.6
2002,Brooklyn Nets,0.7,1.7,38.8,0.5,1.5,35.1,3.8,11.4,33.5
2002,New York Knicks,0.7,2.2,33.7,0.9,2.5,37.8,4.1,11.8,35.1
2002,Orlando Magic,0.9,2.1,40.4,0.8,1.9,42.7,5.9,16.2,36.5
2002,Philadelphia 76ers,0.6,1.5,43.1,0.3,1,34.8,1.7,6.5,26.8
2002,Phoenix Suns,0.4,1.3,34.3,0.6,1.9,30.2,3.4,10.2,33.2
2002,Portland Trail Blazers,0.6,1.7,35.6,0.8,1.9,42,4.3,12.4,34.6
2002,Sacramento Kings,0.7,2,36,1.2,2.7,42.3,3.3,9.4,35.5
2002,San Antonio Spurs,1.2,2.7,44,1.3,2.9,43.6,2.9,9,32.1
2002,Oklahoma City Thunder,0.8,2.4,33.2,0.8,1.9,42.5,4.4,11.4,38.4
2002,Toronto Raptors,0.7,1.6,41.7,0.7,1.6,42.1,3.5,10.3,33.8
2002,Utah Jazz,0.3,0.9,35.2,0.5,1.5,33,2.6,7.9,33.3
2002,Washington Wizards,0.4,0.9,44.1,0.5,1.1,46.2,2.9,7.8,37.7
2001,Atlanta Hawks,0.4,1.1,31.8,0.7,1.8,40,3,8.5,35.5
2001,Boston Celtics,0.9,2.4,39.2,1.2,3.2,39.3,5.1,14.4,35.4
2001,Charlotte Hornets,0.5,1.3,41.8,0.5,1.2,38.4,3.2,9.6,33.5
2001,Chicago Bulls,0.3,0.9,36.4,0.4,1,36.9,3.4,9.9,34.5
2001,Cleveland Cavaliers,0.6,1.8,36.5,0.5,1.3,34.4,1.6,4.9,33.5
2001,Dallas Mavericks,0.5,1.3,39,1,2.8,35.3,4.8,12.4,39.2
2001,Denver Nuggets,1,2.7,37.8,1.1,2.7,38.7,4.2,12.2,34.4
2001,Detroit Pistons,0.9,2.2,40.1,0.6,1.8,34.3,3.3,9.6,34.1
2001,Golden State Warriors,0.5,1.6,31.4,0.4,1.1,33.3,2.6,9.2,28.7
2001,Houston Rockets,1.1,2.7,40.1,0.7,1.9,36.8,4.4,12.6,35
2001,Indiana Pacers,1,2.9,34.2,0.9,2.1,42.4,3,9.2,32.5
2001,Los Angeles Clippers,0.5,1.1,42.2,0.4,1.1,31.4,3.6,10.8,33.6
2001,Los Angeles Lakers,0.5,1.3,36.4,0.6,1.7,37.8,4.3,12.6,34.2
2001,Miami Heat,0.8,2,37.8,0.8,1.9,39.3,4.4,13,33.9
2001,Milwaukee Bucks,1.2,3.1,37.3,0.9,2.1,43.9,4.7,12.7,37.3
2001,Minnesota Timberwolves,0.7,1.4,48.6,0.6,1.8,32.8,2.7,7.9,34.6
2001,Brooklyn Nets,0.7,1.8,37.5,0.4,1.3,31,3.4,10.2,33.1
2001,New York Knicks,0.7,1.7,41.9,0.7,1.8,41.1,3.4,10.2,33.3
2001,Orlando Magic,0.5,1.4,39.3,0.6,1.6,36.8,4.9,13.5,36.5
2001,Philadelphia 76ers,0.5,1.6,33.3,0.5,1.2,44.9,2.3,7.3,31.2
2001,Phoenix Suns,0.7,2.1,33.5,0.5,1.9,28.3,2.9,9,32.3
2001,Portland Trail Blazers,0.6,1.6,35.7,0.5,1.6,33.1,3.5,9.8,35.3
2001,Sacramento Kings,0.7,2.1,35.3,0.9,2.4,37.4,4.2,11.8,35.5
2001,San Antonio Spurs,0.9,1.8,49,1.4,2.9,47.7,3.2,8.5,37.2
2001,Oklahoma City Thunder,0.8,1.9,43.7,0.6,1.6,36.9,4.3,10.7,40
2001,Toronto Raptors,0.6,1.7,33.8,0.8,1.8,45.3,3.9,10.7,36.6
2001,Utah Jazz,0.7,1.4,48.6,0.7,1.7,42,2.6,7.3,35.8
2001,Memphis Grizzlies,0.4,1.5,28.6,0.6,1.9,34,3,8.3,35.4
2001,Washington Wizards,0.4,1.2,32.6,0.5,1.3,37.1,2.5,7.9,31.8
2000,Atlanta Hawks,0.4,0.8,46.8,0.3,0.7,42.9,2.5,8.4,29.9
2000,Boston Celtics,0.7,1.9,37,0.8,2.3,33.5,3.7,11.3,32.6
2000,Charlotte Hornets,0.5,1.5,35.1,0.3,1,30.7,3.3,9.8,34.2
